material,tool_material,coolant,tool_diameter_mm,num_flutes,cutting_speed_m_min,feed_per_tooth_mm,axial_depth_mm,radial_depth_mm,rpm,table_feed_mm_min,mrr_cm3_min,torque_Nm,tool_life_min,machining_time_min,VB_mm
SUS304,cermet,mql,16,3,65.6,0.161,3.68,0.98,1305.0,629.0,2.27,693.5,220.3,86.0,0.1244
S45C,carbide,mql,20,6,219.1,0.278,2.42,4.17,3487.0,5820.0,58.79,5367.01,4.5,2.8,0.1539
FC250,carbide,water_soluble,16,4,175.5,0.241,1.77,0.93,3491.0,3364.0,5.53,302.33,9.8,10.2,0.2982
SKD11,hss,dry,12,2,48.8,0.058,0.74,0.95,1296.0,150.0,0.11,39.07,185.2,90.8,0.1564
SUS304,cermet,dry,10,4,54.8,0.055,1.94,4.91,1743.0,384.0,3.66,835.8,468.7,186.3,0.1295
A5052,cermet,dry,16,2,491.8,0.483,14.7,23.89,9784.0,9447.0,3317.34,43171.93,5.5,4.0,0.1932
SKD11,cermet,water_soluble,20,2,53.5,0.124,0.96,0.58,851.0,211.0,0.12,65.79,469.7,227.6,0.1414
SUS304,hss,mql,16,3,86.3,0.189,2.96,1.58,1716.0,973.0,4.54,1051.77,13.7,13.9,0.3581
S45C,cermet,water_soluble,8,6,111.0,0.204,2.72,1.11,4418.0,5412.0,16.39,1180.51,51.2,22.9,0.1364
S45C,cermet,oil,16,3,185.9,0.089,3.89,2.48,3698.0,982.0,9.48,816.33,7.8,4.2,0.1417
S45C,hss,oil,6,6,206.2,0.224,8.96,19.4,10937.0,14702.0,2555.89,74387.2,4.8,5.0,0.353
A5052,hss,mql,25,4,234.6,0.361,1.44,4.19,2987.0,4316.0,26.16,1115.05,5.9,2.9,0.1444
S45C,carbide,water_soluble,8,3,191.2,0.069,6.23,17.45,7606.0,1575.0,171.34,7170.63,5.0,3.7,0.1783
A5052,hss,water_soluble,10,2,251.1,0.382,0.93,1.37,7994.0,6115.0,7.79,124.08,6.4,5.5,0.2082
FC250,cbn,mql,6,3,107.2,0.188,6.62,3.77,5689.0,3215.0,80.14,2690.03,66.5,5.5,0.0424
S45C,cbn,water_soluble,25,2,159.2,0.131,7.77,0.87,2027.0,533.0,3.62,567.58,16.6,14.4,0.2124
FC250,cbn,oil,10,4,166.4,0.258,4.25,7.42,5296.0,5475.0,172.69,6227.7,14.3,1.2,0.0376
SKD11,hss,dry,25,3,90.4,0.147,1.69,1.48,1151.0,509.0,1.27,526.87,5.0,3.7,0.1929
FC250,carbide,mql,20,2,89.9,0.261,0.6,1.62,1431.0,746.0,0.73,97.07,104.7,51.1,0.1236
SUS304,cermet,dry,10,2,78.0,0.172,3.33,4.27,2483.0,856.0,12.16,1948.05,56.9,15.7,0.0913
S45C,cermet,dry,10,2,82.3,0.261,9.45,18.75,2619.0,1366.0,242.05,29418.64,41.8,24.0,0.1751
S45C,carbide,dry,10,3,134.3,0.086,5.75,5.29,4274.0,1104.0,33.62,2503.58,11.3,10.9,0.2677
A5052,cbn,mql,6,3,203.5,0.43,3.34,9.37,10797.0,13933.0,435.95,5141.18,38.3,13.8,0.1005
A5052,hss,mql,10,4,193.5,0.072,8.56,1.02,6158.0,1785.0,15.62,322.98,12.8,6.7,0.145
SUS304,cermet,oil,12,3,129.1,0.136,2.39,1.11,3425.0,1402.0,3.74,434.15,9.2,1.8,0.0701
SUS304,cermet,oil,6,6,111.5,0.196,3.1,6.87,5916.0,6973.0,148.55,9991.59,12.6,12.3,0.2388
S45C,hss,dry,25,2,198.3,0.195,7.09,17.72,2525.0,985.0,123.73,15600.22,4.8,5.6,0.5685
FC250,hss,mql,20,4,147.9,0.109,9.89,15.11,2355.0,1031.0,154.16,12504.51,5.0,5.3,0.3168
SUS304,carbide,dry,6,4,120.3,0.161,2.07,5.7,6381.0,4101.0,48.41,3018.47,6.1,7.2,0.497
S45C,carbide,dry,25,3,222.2,0.064,7.87,14.69,2829.0,541.0,62.5,7031.7,5.0,1.4,0.0942
FC250,cermet,mql,25,2,160.7,0.172,1.35,1.87,2046.0,705.0,1.78,166.12,15.7,1.1,0.0292
FC250,cermet,oil,6,6,121.2,0.222,5.24,3.4,6429.0,8556.0,152.33,4525.0,27.6,13.5,0.1497
SKD11,cbn,water_soluble,10,4,35.2,0.131,2.89,6.12,1121.0,589.0,10.42,4437.77,543.9,199.2,0.1189
SUS304,cermet,water_soluble,25,2,105.8,0.164,4.38,1.83,1348.0,441.0,3.53,1041.69,21.9,1.9,0.0407
FC250,cermet,oil,12,6,124.9,0.166,6.29,0.62,3314.0,3299.0,12.84,740.21,29.6,30.2,0.3251
FC250,carbide,dry,25,6,127.1,0.117,9.85,25.32,1618.0,1137.0,283.69,33488.84,11.8,7.0,0.1471
FC250,carbide,dry,20,3,190.4,0.298,3.23,6.91,3030.0,2709.0,60.41,3807.74,5.0,4.3,0.2113
S45C,carbide,oil,16,2,121.4,0.056,8.18,12.31,2416.0,269.0,27.06,3564.89,28.4,3.1,0.0448
FC250,cbn,water_soluble,12,3,115.4,0.235,8.08,5.32,3062.0,2157.0,92.7,5782.34,49.5,11.9,0.0881
FC250,hss,oil,25,4,141.8,0.13,1.96,2.94,1805.0,942.0,5.45,576.42,7.7,4.6,0.1719
S45C,cermet,dry,6,3,162.0,0.062,5.25,4.34,8594.0,1609.0,36.66,1357.81,7.9,6.4,0.2328
FC250,carbide,water_soluble,8,4,134.7,0.069,0.62,1.33,5359.0,1478.0,1.22,43.49,61.6,1.3,0.0095
A5052,cermet,mql,20,4,195.3,0.429,11.33,6.45,3109.0,5339.0,389.87,15967.21,19.3,14.2,0.212
SUS304,cermet,dry,16,4,128.4,0.147,3.5,6.03,2554.0,1498.0,31.6,4922.85,5.2,2.4,0.1249
SUS304,carbide,dry,8,6,104.6,0.149,5.0,6.81,4163.0,3733.0,127.12,12149.84,9.8,9.7,0.3082
SKD11,cermet,dry,16,6,94.6,0.064,1.95,3.17,1883.0,721.0,4.45,1127.8,13.0,2.6,0.0691
SKD11,hss,mql,25,4,32.3,0.094,0.47,1.26,412.0,154.0,0.09,105.27,496.1,129.3,0.0928
SUS304,cbn,water_soluble,16,6,104.1,0.128,3.13,6.19,2070.0,1592.0,30.88,5934.51,43.0,2.9,0.0327
A5052,hss,oil,20,6,238.2,0.228,14.76,7.72,3791.0,5183.0,590.55,19836.35,4.8,1.5,0.0959
SUS304,carbide,dry,25,4,137.4,0.118,0.98,2.01,1749.0,825.0,1.63,369.7,5.4,3.2,0.154
S45C,carbide,water_soluble,8,2,143.7,0.297,3.37,3.17,5716.0,3400.0,36.31,2021.88,9.8,3.2,0.1003
A5052,hss,oil,6,6,416.5,0.405,13.99,3.98,22096.0,53699.0,2987.69,17215.68,5.4,2.0,0.1133
FC250,cermet,oil,20,4,114.9,0.197,6.25,2.72,1829.0,1439.0,24.48,2556.08,31.4,19.4,0.1768
S45C,hss,mql,20,4,158.0,0.285,1.52,4.36,2514.0,2863.0,18.96,2400.52,5.0,5.6,0.4297
SKD11,cermet,oil,12,6,83.6,0.087,0.3,0.75,2218.0,1155.0,0.26,55.52,73.5,60.8,0.2248
A5052,carbide,mql,6,4,174.9,0.465,1.24,2.04,9281.0,17261.0,43.68,599.22,40.5,11.3,0.0942
SUS304,hss,dry,16,3,88.3,0.111,3.12,5.56,1757.0,584.0,10.13,2294.51,9.2,10.5,0.4555
SUS304,hss,dry,6,6,120.5,0.145,3.18,1.82,6392.0,5577.0,32.26,2007.86,4.9,2.1,0.1063
FC250,cbn,water_soluble,12,6,159.8,0.291,1.95,5.79,4240.0,7395.0,83.68,3769.28,21.0,22.5,0.3973
S45C,hss,oil,10,6,173.8,0.066,1.79,1.38,5532.0,2191.0,5.44,313.03,5.1,3.8,0.1831
SUS304,cbn,oil,8,6,72.6,0.183,4.9,9.71,2890.0,3167.0,150.75,20751.89,177.0,8.0,0.0234
SUS304,cermet,dry,6,4,112.8,0.155,2.15,4.79,5983.0,3700.0,38.07,2531.67,10.5,4.9,0.123
SUS304,cbn,water_soluble,10,3,70.0,0.168,1.04,1.05,2228.0,1122.0,1.22,218.69,475.0,40.4,0.0339
SKD11,carbide,oil,25,6,103.9,0.043,2.16,0.66,1323.0,342.0,0.49,177.13,14.5,3.9,0.0794
FC250,carbide,oil,25,3,121.3,0.216,9.04,19.85,1545.0,1001.0,179.72,22219.78,17.0,18.6,0.3836
S45C,hss,dry,20,6,214.7,0.194,1.29,1.43,3418.0,3971.0,7.33,682.43,5.1,2.3,0.1125
SKD11,cermet,oil,25,4,74.8,0.052,2.13,5.75,953.0,198.0,2.42,1214.57,76.0,44.6,0.1718
A5052,cermet,oil,10,4,476.9,0.195,5.8,1.27,15179.0,11863.0,87.33,732.55,5.2,5.1,0.2472
SUS304,carbide,oil,8,4,99.4,0.1,1.49,2.09,3955.0,1577.0,4.89,491.61,36.5,13.8,0.1273
A5052,carbide,oil,12,3,287.3,0.248,12.06,3.26,7621.0,5660.0,222.62,3719.5,8.0,5.4,0.1546
A5052,hss,oil,8,6,162.3,0.343,8.26,11.65,6457.0,13293.0,1278.35,25207.63,9.9,4.9,0.142
FC250,carbide,mql,6,2,140.3,0.129,2.21,5.11,7445.0,1914.0,21.65,555.37,21.7,9.7,0.1278
SKD11,carbide,mql,16,6,80.6,0.097,1.56,3.59,1603.0,934.0,5.23,1558.88,32.7,5.8,0.0635
S45C,cbn,dry,16,6,246.9,0.142,6.45,9.73,4912.0,4198.0,263.31,17062.65,4.6,3.8,0.1963
FC250,carbide,oil,20,6,192.0,0.239,8.0,2.96,3055.0,4380.0,103.83,6490.59,4.9,2.3,0.1342
SKD11,cermet,water_soluble,16,4,85.8,0.025,1.01,1.55,1706.0,170.0,0.27,74.83,76.2,27.0,0.1202
A5052,cbn,water_soluble,10,2,278.8,0.068,5.24,14.02,8876.0,1200.0,88.17,1264.77,36.8,2.4,0.0277
FC250,carbide,water_soluble,10,3,164.5,0.236,7.04,7.44,5237.0,3701.0,193.83,7069.05,6.8,2.5,0.0966
FC250,carbide,oil,12,2,86.1,0.093,1.83,1.9,2283.0,426.0,1.48,123.51,191.4,20.3,0.0424
FC250,hss,dry,20,2,87.1,0.189,8.02,14.02,1387.0,524.0,58.88,8107.2,11.6,5.7,0.1385
FC250,hss,mql,20,2,152.0,0.109,6.05,7.33,2419.0,529.0,23.49,1854.46,4.9,5.5,0.4129
SKD11,cermet,oil,6,2,46.0,0.041,2.04,5.39,2440.0,199.0,2.19,427.66,514.4,158.1,0.0891
SKD11,hss,water_soluble,20,6,77.9,0.099,1.3,3.79,1239.0,737.0,3.63,1399.07,16.1,1.1,0.0325
A5052,carbide,water_soluble,8,3,412.9,0.484,14.42,7.16,16430.0,23875.0,2464.29,19096.78,5.0,2.1,0.108
A5052,hss,oil,16,3,283.0,0.07,5.36,6.6,5630.0,1184.0,41.86,946.75,4.9,3.6,0.2265
S45C,hss,water_soluble,20,2,86.4,0.255,1.51,2.12,1375.0,701.0,2.24,519.63,36.3,29.1,0.2196
A5052,cbn,dry,12,6,456.5,0.257,3.55,9.28,12109.0,18666.0,614.4,6460.36,5.3,5.4,0.3648
SUS304,hss,oil,20,2,89.1,0.049,4.51,0.96,1417.0,138.0,0.6,167.85,21.4,16.8,0.2324
A5052,cbn,dry,8,2,405.1,0.498,12.06,10.58,16117.0,16057.0,2049.21,16188.68,4.6,4.2,0.2128
FC250,carbide,mql,8,3,132.1,0.056,3.94,1.95,5258.0,885.0,6.8,247.12,34.0,3.1,0.0437
A5052,hss,oil,12,3,239.9,0.325,5.21,3.78,6362.0,6205.0,122.19,2445.31,5.1,5.5,0.371
A5052,cermet,oil,10,3,295.1,0.457,5.76,2.6,9394.0,12866.0,192.5,2609.03,8.2,9.7,0.5125
SKD11,carbide,oil,25,3,108.4,0.104,2.85,2.76,1380.0,430.0,3.39,1172.3,6.0,3.4,0.1744
A5052,carbide,water_soluble,16,4,250.7,0.119,8.15,14.74,4988.0,2365.0,284.21,7255.05,15.4,11.0,0.1704
SKD11,cbn,oil,12,3,72.5,0.124,0.33,0.58,1923.0,714.0,0.14,33.82,193.0,78.9,0.1354
S45C,cermet,water_soluble,12,2,144.4,0.282,2.87,3.07,3831.0,2163.0,19.04,1581.82,14.2,4.8,0.0972
FC250,cermet,dry,25,4,144.4,0.229,2.47,1.6,1839.0,1688.0,6.66,691.47,10.9,12.8,0.5123
A5052,cbn,mql,16,3,301.0,0.338,14.2,3.82,5989.0,6080.0,329.42,7003.26,8.9,9.6,0.4473
SUS304,cermet,oil,10,3,119.7,0.09,4.47,13.1,3811.0,1032.0,60.46,6312.64,12.3,5.1,0.1221
A5052,cbn,mql,12,6,169.7,0.245,11.78,16.84,4501.0,6609.0,1311.15,37087.45,51.5,10.8,0.0606
A5052,carbide,mql,16,2,316.7,0.494,6.87,13.57,6300.0,6231.0,581.33,11748.39,5.2,5.4,0.3979
S45C,cermet,oil,12,3,200.6,0.265,9.88,7.77,5320.0,4230.0,324.4,19410.15,5.0,1.2,0.0839
FC250,carbide,dry,8,4,162.1,0.128,9.14,18.56,6448.0,3303.0,560.47,16601.07,4.5,2.2,0.1568
FC250,hss,mql,10,2,173.0,0.185,1.91,2.33,5506.0,2037.0,9.06,314.24,5.4,2.5,0.1148
FC250,carbide,mql,6,2,89.1,0.284,3.25,6.88,4725.0,2685.0,59.99,2424.77,67.6,9.1,0.0532
FC250,hss,mql,16,2,152.3,0.081,5.3,15.15,3030.0,490.0,39.31,2477.65,5.1,4.0,0.184
SKD11,carbide,oil,8,3,42.9,0.137,0.43,1.16,1709.0,704.0,0.35,99.07,453.8,216.1,0.1249
S45C,cermet,dry,8,3,98.5,0.283,4.8,10.7,3919.0,3328.0,170.84,13875.48,26.8,10.4,0.103
FC250,cbn,water_soluble,16,3,182.4,0.129,6.18,7.54,3628.0,1408.0,65.61,3454.17,14.3,6.9,0.1419
S45C,carbide,dry,12,4,134.2,0.237,3.49,6.81,3561.0,3379.0,80.27,7175.74,8.1,2.6,0.1063
SKD11,cbn,dry,10,2,108.8,0.127,1.17,2.21,3464.0,882.0,2.28,313.69,7.5,6.9,0.2146
SKD11,cbn,mql,16,4,45.9,0.103,1.02,2.52,913.0,374.0,0.96,501.43,496.4,55.1,0.0497
S45C,hss,oil,25,2,215.2,0.227,1.79,4.47,2740.0,1243.0,9.94,1155.1,5.3,2.2,0.1359
FC250,hss,water_soluble,8,2,189.0,0.176,6.73,8.68,7520.0,2642.0,154.5,3923.79,4.9,2.7,0.1554
A5052,cbn,oil,25,6,189.5,0.357,6.89,16.57,2413.0,5169.0,590.02,31132.77,44.2,17.3,0.1138
SKD11,cermet,water_soluble,8,2,33.7,0.084,0.24,0.7,1341.0,226.0,0.04,13.27,469.2,87.0,0.0746
SKD11,cbn,oil,8,4,47.8,0.021,2.18,6.16,1901.0,159.0,2.13,534.37,513.7,224.2,0.1402
S45C,cbn,oil,20,4,131.4,0.272,7.77,8.93,2091.0,2278.0,158.05,24061.66,22.2,20.3,0.2565
SUS304,carbide,mql,8,2,86.0,0.033,2.94,1.53,3422.0,224.0,1.01,117.36,113.8,2.3,0.0103
FC250,hss,dry,12,2,128.8,0.117,1.43,3.5,3417.0,802.0,4.01,224.2,6.1,3.2,0.1589
A5052,hss,water_soluble,16,6,379.1,0.164,6.76,1.62,7542.0,7442.0,81.67,1378.79,5.3,3.2,0.1607
SUS304,carbide,oil,25,3,52.5,0.16,4.6,3.66,669.0,321.0,5.4,3215.64,462.2,137.6,0.0815
SUS304,cermet,oil,20,4,105.3,0.072,1.96,3.94,1676.0,481.0,3.72,882.57,34.0,34.6,0.3151
SKD11,carbide,dry,8,6,73.4,0.08,2.93,0.88,2921.0,1397.0,3.59,586.0,35.9,34.5,0.2624
FC250,cermet,mql,6,3,184.2,0.182,3.96,3.53,9771.0,5343.0,74.77,1461.49,6.4,2.7,0.1114
SUS304,cbn,water_soluble,6,4,106.4,0.098,4.84,9.08,5644.0,2222.0,97.75,6890.78,39.3,12.9,0.0912
SUS304,hss,mql,6,6,139.2,0.072,0.6,1.2,7387.0,3186.0,2.3,123.63,4.9,4.8,0.315
SKD11,cermet,water_soluble,20,4,57.1,0.106,2.15,4.68,908.0,385.0,3.87,2035.72,266.7,119.1,0.1174
SUS304,hss,water_soluble,12,6,82.7,0.052,0.62,1.11,2193.0,682.0,0.47,85.42,58.4,57.6,0.2787
FC250,carbide,mql,20,4,98.7,0.28,6.61,5.74,1571.0,1761.0,66.87,8126.27,32.9,31.1,0.2646
FC250,hss,dry,10,6,106.9,0.067,5.07,2.99,3404.0,1371.0,20.81,1167.72,11.3,5.3,0.1347
SUS304,cermet,oil,10,4,131.6,0.06,0.69,1.01,4188.0,1013.0,0.7,66.84,19.8,9.5,0.1459
A5052,cermet,water_soluble,10,6,150.4,0.221,11.2,4.93,4788.0,6345.0,349.97,9307.26,59.5,6.3,0.0478
SUS304,carbide,dry,6,6,81.6,0.046,2.33,2.7,4331.0,1208.0,7.61,698.87,74.3,79.1,0.3464
A5052,hss,dry,10,3,311.2,0.078,13.63,16.57,9907.0,2327.0,525.56,6754.32,5.1,1.4,0.0857
FC250,hss,mql,20,2,138.8,0.268,5.7,8.48,2210.0,1185.0,57.21,4944.22,4.6,1.8,0.1235
A5052,cermet,mql,20,4,292.4,0.483,8.07,13.62,4654.0,8990.0,988.36,27038.7,5.9,6.4,0.3403
S45C,cermet,mql,25,3,107.4,0.152,6.78,13.08,1367.0,625.0,55.45,12912.33,36.2,35.5,0.2438
SUS304,carbide,dry,6,4,104.6,0.141,2.73,8.12,5550.0,3125.0,69.25,4964.51,11.2,2.1,0.0597
S45C,cbn,water_soluble,6,4,198.0,0.279,7.39,2.12,10504.0,11738.0,183.8,5569.72,5.4,4.4,0.1795
A5052,cermet,dry,10,6,150.5,0.253,2.75,6.23,4791.0,7273.0,124.72,3314.91,43.0,21.0,0.157
S45C,hss,oil,6,4,206.6,0.076,9.83,21.68,10959.0,3349.0,713.69,20730.33,4.5,3.3,0.2012
SUS304,carbide,oil,25,3,110.5,0.046,2.49,3.54,1407.0,196.0,1.73,489.31,28.7,22.4,0.2332
FC250,carbide,mql,10,2,132.4,0.213,1.0,0.95,4215.0,1796.0,1.71,77.53,29.2,27.4,0.2447
A5052,cbn,dry,8,4,225.2,0.334,3.56,2.41,8960.0,11968.0,102.96,1463.0,23.4,13.7,0.1551
FC250,cermet,mql,8,4,148.7,0.134,2.23,2.5,5917.0,3171.0,17.69,570.98,23.0,16.5,0.208
A5052,cbn,dry,20,6,272.4,0.319,2.56,5.15,4336.0,8299.0,109.4,3212.4,12.8,7.5,0.1459
SUS304,cbn,water_soluble,25,3,89.6,0.118,4.19,1.42,1140.0,402.0,2.39,832.52,106.1,82.9,0.1927
SKD11,hss,oil,16,2,85.8,0.098,2.61,2.08,1707.0,333.0,1.81,506.05,6.6,1.2,0.0554
SKD11,cermet,mql,10,2,84.5,0.1,0.68,1.55,2689.0,538.0,0.57,100.34,41.3,2.5,0.0291
SUS304,hss,mql,8,3,114.3,0.069,1.04,2.15,4549.0,942.0,2.11,184.12,7.5,3.8,0.1441
S45C,hss,oil,8,3,213.5,0.178,8.22,12.52,8494.0,4541.0,467.52,17519.3,5.3,1.9,0.1176
FC250,cbn,dry,10,4,90.1,0.271,3.05,2.61,2867.0,3111.0,24.82,1653.01,86.9,57.3,0.1763
SUS304,hss,dry,20,2,62.6,0.07,1.9,1.52,996.0,139.0,0.4,160.81,71.9,75.5,0.3279
SKD11,hss,water_soluble,6,3,35.0,0.039,1.82,4.16,1857.0,219.0,1.65,425.07,542.1,292.1,0.1532
SKD11,cbn,dry,10,4,102.1,0.104,1.11,3.11,3251.0,1357.0,4.68,686.95,11.7,6.3,0.1574
A5052,hss,dry,16,3,281.0,0.329,11.56,22.2,5590.0,5522.0,1416.63,32267.78,4.5,1.2,0.0918
S45C,cermet,dry,16,6,88.9,0.114,6.56,16.99,1769.0,1208.0,134.78,24246.42,54.8,36.3,0.1954
SUS304,hss,oil,6,4,149.5,0.064,0.74,0.63,7931.0,2016.0,0.93,46.89,4.9,1.0,0.0778
A5052,carbide,water_soluble,25,2,432.8,0.325,3.3,4.95,5511.0,3587.0,58.65,1354.97,5.1,3.2,0.1888
SKD11,cbn,water_soluble,20,4,73.0,0.117,2.05,2.98,1162.0,545.0,3.34,1370.81,121.3,47.7,0.124
SUS304,carbide,water_soluble,8,6,106.4,0.176,4.5,8.94,4235.0,4460.0,179.63,16877.52,14.7,7.4,0.1463
SUS304,cermet,dry,8,4,146.4,0.098,2.01,4.39,5824.0,2284.0,20.16,1377.11,4.9,2.4,0.1424
SKD11,carbide,oil,16,6,109.0,0.144,1.83,0.71,2169.0,1877.0,2.45,540.31,6.0,3.1,0.1273
SUS304,cermet,mql,6,2,57.7,0.083,2.68,4.91,3060.0,506.0,6.67,866.99,515.1,147.2,0.0898
FC250,cermet,dry,16,3,194.0,0.231,1.17,2.55,3860.0,2673.0,8.0,395.79,5.4,3.0,0.1582
S45C,cbn,water_soluble,16,6,170.2,0.177,7.24,9.2,3386.0,3592.0,239.06,22472.21,9.7,2.3,0.0771
SKD11,cermet,dry,25,6,40.9,0.121,0.39,1.11,521.0,377.0,0.16,149.03,539.9,232.3,0.1365
S45C,carbide,mql,8,2,180.7,0.218,0.85,2.26,7191.0,3136.0,6.06,268.19,7.1,7.2,0.3364
SKD11,cermet,oil,6,3,89.6,0.063,1.25,3.42,4755.0,893.0,3.83,384.48,33.4,38.3,0.5108
S45C,cbn,water_soluble,16,6,200.5,0.137,1.46,2.0,3988.0,3280.0,9.61,767.0,12.3,6.4,0.1609
A5052,hss,mql,12,4,165.9,0.301,1.52,1.59,4400.0,5294.0,12.76,369.23,18.2,12.7,0.2101
FC250,cermet,water_soluble,25,4,131.9,0.107,2.92,4.66,1680.0,718.0,9.74,1107.78,39.4,28.4,0.1933
SKD11,cermet,oil,25,6,88.9,0.133,2.92,3.31,1132.0,905.0,8.75,3691.57,19.2,14.7,0.1931
FC250,cbn,dry,16,2,88.3,0.141,9.39,24.36,1756.0,493.0,112.81,12270.89,71.2,38.9,0.1438
S45C,carbide,oil,16,6,159.8,0.269,1.26,3.19,3180.0,5139.0,20.69,2070.76,8.3,9.1,0.3499
SUS304,cbn,oil,10,3,95.1,0.086,4.8,11.94,3026.0,784.0,44.92,5906.96,69.6,39.6,0.1743
SUS304,cermet,dry,8,4,66.7,0.075,0.6,1.53,2654.0,801.0,0.73,109.52,301.7,50.0,0.0521
SUS304,cermet,dry,16,4,86.9,0.063,2.4,4.69,1728.0,436.0,4.91,1131.29,60.6,32.8,0.169
SUS304,carbide,water_soluble,16,4,62.0,0.178,4.72,1.58,1234.0,878.0,6.52,2103.89,266.2,25.9,0.0456
FC250,cbn,mql,10,2,136.5,0.091,2.42,6.51,4346.0,788.0,12.42,545.95,53.4,49.3,0.2621
SKD11,hss,mql,25,4,57.9,0.111,0.83,1.73,737.0,327.0,0.47,304.32,81.8,6.9,0.0335
SUS304,cermet,water_soluble,10,4,66.5,0.14,1.45,3.97,2118.0,1189.0,6.84,1285.15,318.2,237.5,0.1888
SUS304,hss,water_soluble,16,3,112.5,0.168,1.86,1.38,2238.0,1127.0,2.88,512.67,5.2,2.3,0.1391
FC250,hss,mql,25,6,91.1,0.144,3.51,5.88,1161.0,1005.0,20.76,3416.91,24.7,4.9,0.0748
SUS304,hss,dry,8,2,84.8,0.031,0.46,1.09,3372.0,209.0,0.11,12.53,43.1,16.2,0.1207
A5052,carbide,water_soluble,20,6,492.3,0.28,9.63,19.54,7835.0,13180.0,2479.22,40290.52,5.2,5.6,0.3602
S45C,carbide,oil,16,6,112.3,0.133,1.53,2.97,2235.0,1785.0,8.13,1158.03,52.0,12.0,0.0771
FC250,hss,water_soluble,10,6,179.9,0.246,0.71,0.89,5727.0,8458.0,5.31,176.94,5.2,5.6,0.4021
SKD11,cbn,oil,6,2,49.4,0.113,0.44,0.97,2619.0,594.0,0.25,45.75,541.4,158.3,0.0805
S45C,cermet,dry,16,2,238.2,0.189,5.16,7.02,4738.0,1787.0,64.75,4350.2,4.5,5.4,0.5623
SKD11,cermet,dry,25,6,90.6,0.136,0.29,0.81,1154.0,944.0,0.22,91.95,20.4,23.4,0.5242
FC250,carbide,oil,16,6,88.0,0.061,8.32,20.95,1750.0,643.0,112.01,12224.06,102.0,100.7,0.2923
SKD11,cermet,water_soluble,20,6,71.2,0.104,0.49,1.37,1133.0,704.0,0.47,199.04,145.2,138.6,0.2446
FC250,carbide,water_soluble,8,3,85.3,0.289,4.53,4.29,3396.0,2944.0,57.27,3221.28,84.4,48.6,0.164
A5052,hss,water_soluble,10,6,162.5,0.424,12.82,19.16,5174.0,13166.0,3234.75,79608.44,7.2,6.7,0.2701
A5052,cermet,dry,8,6,181.7,0.209,0.59,1.13,7230.0,9061.0,6.02,106.03,55.3,48.1,0.2045
SUS304,cbn,mql,6,6,77.6,0.068,2.78,1.83,4115.0,1669.0,8.49,821.11,253.3,172.6,0.1628
A5052,cbn,dry,25,2,347.2,0.434,6.1,1.59,4421.0,3834.0,37.16,1070.08,4.7,5.4,0.4979
S45C,hss,water_soluble,12,3,88.5,0.258,9.11,3.51,2349.0,1814.0,58.05,7868.09,19.4,4.2,0.0684
A5052,carbide,water_soluble,25,4,279.9,0.116,7.83,10.98,3564.0,1658.0,142.63,5094.98,13.0,12.5,0.2543
A5052,cbn,dry,10,3,393.9,0.182,8.46,16.27,12540.0,6865.0,944.19,9586.99,5.4,5.9,0.4657
SUS304,hss,dry,10,4,85.7,0.162,2.87,4.01,2727.0,1763.0,20.24,2954.26,8.7,4.8,0.1584
SUS304,cbn,mql,8,3,81.3,0.159,4.21,12.34,3233.0,1547.0,80.41,9895.43,98.2,36.7,0.1003
A5052,cbn,dry,16,2,218.8,0.171,5.29,7.8,4353.0,1486.0,61.3,1792.8,25.8,14.7,0.1393
SKD11,cermet,oil,16,6,55.6,0.023,2.68,7.18,1105.0,155.0,2.98,1289.35,466.3,164.6,0.1088
S45C,hss,water_soluble,25,2,159.6,0.235,8.41,19.06,2032.0,955.0,153.17,23996.18,5.1,1.4,0.0915
A5052,hss,oil,12,2,455.4,0.25,3.96,3.49,12079.0,6032.0,83.52,880.39,4.7,4.9,0.3092
SKD11,cbn,oil,16,4,81.1,0.124,1.67,0.91,1614.0,799.0,1.22,359.96,68.6,8.6,0.0435
SKD11,cbn,oil,16,3,66.4,0.121,2.87,1.14,1321.0,479.0,1.57,566.59,165.0,45.4,0.0864
SUS304,hss,mql,8,3,119.9,0.114,4.46,3.5,4769.0,1625.0,25.38,2117.29,4.6,2.5,0.1506
A5052,carbide,mql,25,6,226.3,0.334,6.05,9.0,2882.0,5779.0,314.51,13896.14,12.8,10.4,0.2201
SKD11,cbn,mql,10,6,56.3,0.092,1.09,1.68,1792.0,986.0,1.81,482.58,502.3,109.4,0.0672
A5052,cermet,mql,6,6,486.3,0.372,11.37,13.36,25799.0,57547.0,8739.28,43130.14,4.8,2.2,0.131
A5052,cermet,mql,8,3,323.6,0.494,4.83,9.1,12875.0,19087.0,838.32,8290.14,5.0,2.0,0.118
SKD11,cermet,mql,6,6,103.6,0.098,2.31,3.28,5495.0,3238.0,24.56,2133.75,8.0,1.8,0.0809
A5052,cbn,oil,25,3,428.5,0.051,4.59,8.26,5456.0,827.0,31.38,732.22,13.4,8.7,0.1737
S45C,hss,dry,10,4,105.0,0.225,1.88,0.58,3341.0,3002.0,3.24,308.85,8.5,8.1,0.2903
S45C,cermet,water_soluble,16,6,213.6,0.117,7.46,13.86,4250.0,2995.0,309.79,23199.72,4.7,2.2,0.1428
SKD11,carbide,mql,16,4,48.0,0.022,2.25,4.84,955.0,83.0,0.91,453.48,475.7,133.9,0.0919
